,Unnamed: 0.1,Unnamed: 0,premise,text,stance
791,791,791,Hand sanitiser sold commercially does not destroy the coronavirus.,"#CoronaVirusUpdate #Coronavid19 The #Dow has taken a big hit due to the CoronaVirus but the makers of Purell, Lysol and Clorox are thriving!!!  Couldn’t find one bottle of Purell hand sanitizers at my local Target store today.",0
1050,1050,1050,Coronavirus is caused by 5G.,"This virus is most deadly to the older population, and the 1st place to experience a potentially large outbreak, a long-term care facility. #CoronaVirusUpdate https://t.co/3z82hBTlVv",0
1596,1596,1596,Hand sanitiser sold commercially does not destroy the coronavirus.,Do Cleaning Products and Sanitizers Prevent Coronavirus? | Time https://t.co/pmQnMkuaLR,0
419,419,419,We're very close to a vaccine.,@USERNAME @USERNAME @USERNAME I realize we don’t have a coronavirus vaccine yet but the US already has had 16-17k people die of the flu this year.  You don’t even hear people concerned about this.,0
360,360,360,We're very close to a vaccine.,"@USERNAME @USERNAME @USERNAME Even without a vaccine, the Corona virus has less than 4% lethality. The panic surrounding the virus is far worse than the virus itself. Everyone needs to chill the fuck out. This is hardly the next bubonic plague, and it's definitely not the next smallpox.",0
1630,1630,1630,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",@USERNAME Wuhan is up for city of year for meeting carbon emissions standards. Virus was good according to climate worshippers. Tweeted this few days ago! Remember 2000 dead 80 thousand cases. Really Million dead 15 mil inf. Minimally.  China lies. Stats don’t-Collateral death just as many,0
91,91,91,The lifetime of SARS-CoV-2 is only 12 hours.,Israel says COVID-19 vaccine is only weeks away https://t.co/yH11PB9qt8 via @USERNAME,0
1677,1677,1677,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME @USERNAME When you have 40k patients in a 1 M city, fatality rate will definitely larger than 2%, methinks will reach 4-5% based on data from Wuhan. There will be not enough medical resources in city, medical system will collapse by then.",0
1854,1854,1854,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME China’s dishonesty with world risks complacency which may lead to increased deaths. Every reliable researcher talked about  at least 10 xs more cases than China reported. Feb 1- 24589 deaths and 234,000 infections. Taiwan News produced Chinese official web site. Now 2800 deaths?",0
2065,2065,2065,We're very close to a vaccine.,"@USERNAME Simply pointing out that a full-blown, hyperventilating panic might be a little over the top.

Oh, and our government began working on a vaccine when China was reporting 139 cases and 3 deaths. They’re concerned, but in a responsible way.",0
1202,1202,1202,Africans are more resistant to coronavirus.,@USERNAME So Americans are immune to coronavirus?,0
693,693,693,Coronavirus is genetically engineered.,"Coronavirus causes MANY illnesses, depending on the strain. Common colds are coronavirus. 
MERS &amp; SARS are also coronaviruses. 
COVID19 is apparently a robust strain that is very hard on the lungs, more dangerous to those with already-compromised immune or pulmonary  systems.",0
221,221,221,A person can tell if they have coronavirus or not simply by holding their breath.,on some real shit what does the American government expect someone to do if they’re uninsured and suspect they might have the coronavirus. lol,0
1797,1797,1797,The lifetime of SARS-CoV-2 is only 12 hours.,"From supplementary appendix of paper by Guan et al in @USERNAME Feb 28, 2020. Numbers for COVID-19/SARS-CoV-2 disease likely still evolving. https://t.co/ECmmTi0oUA",0
1402,1402,1402,Coronavirus is genetically engineered.,"@USERNAME I think USA is the only country in the world to charge for Covid-19 tests.
This is beyond criminal. This is biological warfare on your own citizens. No less. Rise up, Americans.",0
2080,2080,2080,We're very close to a vaccine.,"@USERNAME @USERNAME Appeal to greater problems is a logical fallacy.

Covid19 needs attention because of how much is unknown and China not being forthcoming with information.

We are very well aware of the flu and make vaccines for it.",0
770,770,770,Coronavirus is genetically engineered.,"@USERNAME Worry about the Covid-19 pandemic, dipshit.",0
634,634,634,Coronavirus is genetically engineered.,COVID-19 #Coronavirus: A Fake Pandemic? Who’s Behind It? Global Economic and Geopolitical Destabilization. By Prof Michel Chossudovsky. https://t.co/3NQFe7xPUB #svpol,0
492,492,492,A person can tell if they have coronavirus or not simply by holding their breath.,The same people masking up scared of the Coronavirus are the same ones that don’t cover their mouths or wash their hands. 🤷🏾‍♀️ Also most mask don’t work in prevention. This is coming from someone who is exposed to sickness daily working in the ER. Use common preventative sense,0
94,94,94,SARS-CoV-2 can survive for weeks on surfaces.,"@USERNAME @USERNAME @USERNAME @USERNAME ""...coronavirus infections most often occur during the winter months and early spring. ...coronavirus and may catch the same one about 4 months later.
This is because coronavirus antibodies do not last for a long time."" 

So.  We are doomed. 

https://t.co/GEtXXGZb1C",0
1323,1323,1323,Coronavirus can only survive in cold temperatures.,"Coronavirus spreads to Ecuador and the Republic of Ireland, both from passengers who flew commercial airlines - https://t.co/B8uLb9S6Oz https://t.co/VlUKa9gl4q",0
46,46,46,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Contagions, pandemics, and plagues, oh my!

From Boccaccio’s “The Decameron” to Camus’s “The Plague”, mass illness has a unique way of infiltrating the works of great writers. How will the #coronavirus be preserved in the books? https://t.co/MLxAbSVtzp",0
2043,2043,2043,SARS-CoV-2 can survive for weeks on surfaces.,CoVid-19 is the general unwellness that SARS-CoV-2 causes,0
2047,2047,2047,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,China is Confronting the COVID-19 Epidemic. Was It Man-Made? An Act of of Bio-warfare? By Peter Koenig. https://t.co/Wfj6KOXjHU #coronavirus #svpol,0
758,758,758,Holy communion cannot be the cause of the spread of coronavirus,"ICYMI in South Korea, the coronavirus has spread like wildfire by way of congregations of a “religious cult”. And the #orangeimbecile cannot quit his cult rallies here in America. Misinformation is not the only thing spread by cults.",0
1143,1143,1143,We're very close to a vaccine.,"@USERNAME i mean, i'm more talking about the fact that we're probably gonna see shortages soon if supply chains that go through china keep being halted thanks to the virus. the virus itself poses a significantly smaller risk.",0
1927,1927,1927,Coronavirus is genetically engineered.,"Coronavirus: is a novel virus named for the crownlike spikes that protrude from its surface, can infect both animals and people and can cause a range of respiratory illnesses from the common cold to more dangerous conditions like Severe Acute Respiratory Syndrome, or SARS.",0
226,226,226,We're very close to a vaccine.,"I believe it's time the entire world should pray to there God to have a cure for the Coronavirus. It's affecting not only the health of people, but, also the health of the worlds economy.",0
871,871,871,Coronavirus is caused by 5G.,The outbreak of coronavirus is causing postponement of matches in Italy. https://t.co/ILmTFQyFon,0
673,673,673,Avocado and mint tea cures coronavirus.,"@USERNAME @USERNAME The only prevention from any virus is to not come in contact with it. Airborne, zinc, elderberry, echinacea, none of it will prevent covid. It's extremely contagious and has a lifespan of up to 9 days on hard surfaces. Buy n95 masks and sterile gloves now while you still can.",0
862,862,862,Coronavirus is genetically engineered.,Liars Brian Williams and Michael Moore Smear President Trump on MSNBC as Falsely Saying Coronavirus Is a Hoax https://t.co/KfFUhfdpct via @USERNAME,0
522,522,522,We're very close to a vaccine.,@USERNAME @USERNAME @USERNAME It's a good move to curtail travel back and forth from a number of countries. But on another point one of the only way we can fight Covid-19 is to quarantine cities as Italy and China did. You don't see that with seasonal flu because we are used to it even though it's a killer.,0
1485,1485,1485,Hand sanitiser sold commercially does not destroy the coronavirus.,"@USERNAME @USERNAME under the EPA's guidance for emerging viral pathogens, since Lysol, and Clorox and other disinfectants have been proven to effectively kill other human coronaviruses, users can safely use the wipes and sprays to disinfect surfaces in areas where the novel coronavirus is suspected",0
1236,1236,1236,Coronavirus is genetically engineered.,"@USERNAME You idiot, the name Coronavirus is a generic name..like when you buy a car they're not all the same car.  This particular type is Covid-19 and is new.",0
1696,1696,1696,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME it’s more than 20k but that is not the point. COVID-19 is more virulent, deadlier than seasonal flu, there is no immunity and vaccine is 12 to 18 months away 

https://t.co/RmcgCEAN6h",0
1967,1967,1967,We're very close to a vaccine.,"The Corona virus is a manufactured biological weapon. The CDC has prohibited testing, withdrawing THEIR tests kits due to non-performance. They have no idea how many cases exist in the US. we are being slow walked into a very dangerous place.",0
937,937,937,Coronavirus is genetically engineered.,Liars Brian Williams and Michael Moore Smear President Trump on MSNBC as Falsely Saying Coronavirus Is a Hoax https://t.co/LOvTrMzCo1 via @USERNAME,0
811,811,811,Africans are more resistant to coronavirus.,"It seems elderly will be more  susceptible to fatality due to Coronavirus: Initial reports from outside China are similar, with the first 12 victims reported in Italy mostly in their 80s, and none under 60 Several had known heart problems @USERNAME https://t.co/mpTjaUV9uG",0
1706,1706,1706,The lifetime of SARS-CoV-2 is only 12 hours.,"Since I know this probably won't make it to US headlines, I just wanted to highlight that two women from the University of São Paulo (USP) in Brazil were able to do the genome sequencing of the COVID-19 in two days when the global average is 15 days. https://t.co/lSdC8gncxG",0
66,66,66,Africans are more resistant to coronavirus.,"Because those at long-term care facilities are pretty much the definition of those most susceptible to #coronavirus (old, in frail health), I'd be surprised if we don't get more deaths in Washington state, where 27 possible patients have turned up at one facility. https://t.co/HzmeqLa6qh",0
268,268,268,Coronavirus is genetically engineered.,"@USERNAME @USERNAME Uh, no.  Considering it never went pandemic and was contained until a vaccine was available, it was only a threat in a limited area for a limited time.  COVID-19 is a pandemic virus that is likely to kill three orders of magnitude more people than Ebola, maybe four.",0
314,314,314,The lifetime of SARS-CoV-2 is only 12 hours.,"Trend new: *Xu YH* et al (J Infect) __Clinical and computed tomographic imaging features of Novel Coronavirus Pneumonia caused by SARS-CoV-2__
https://t.co/RvWW0zKpWd",0
740,740,740,Africans are more resistant to coronavirus.,Chinese consumers react to coronavirus threat https://t.co/F2iB6WtqyD,0
755,755,755,A person can tell if they have coronavirus or not simply by holding their breath.,"Many people are understandably anxious about #coronavirus. But flu and colds have similar symptoms. If you have cough, fever, or other symptoms, call your regular doctor first. Do not go to the emergency room. ERs need to be able to serve the most critical needs.",0
248,248,248,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus Disease 2019 (COVID-19) https://t.co/l5frRwd0Jp @USERNAME
CDC does not recommend that people who are well wear a facemask to protect themselves .
Facemasks should be used by people who show symptoms of COVID-19 to help prevent the spread of the disease to  others.",0
1680,1680,1680,Vitamin C can prevent coronavirus circulation.,"@USERNAME Ambroxol is a 30 year old generic cold/flu OTC remedy, sold for $9 in the UK that could mitigate coronavirus.

Study: Ambroxol for the prevention of acute upper respiratory disease
Conclusion: Helps prevent catching respiratory flu at 45 mg per day.

https://t.co/Wlkuj96gpA",0
704,704,704,Coronavirus is caused by 5G.,Coronavirus is actually a mod ting..This needs stop ASAP smh..,0
1392,1392,1392,Avocado and mint tea cures coronavirus.,"Im sick and its in my Sinuses, im getting dizzier, ive doctored up with manuka honey, spicy foods, Tylenol severe sinus, essential oils, CBD, water, and lots of protein. I’m Hoping its not coronavirus, lets go… https://t.co/4lomtxUIKE",0
1002,1002,1002,Hand sanitiser sold commercially does not destroy the coronavirus.,I have been to three places and you can not get hand sanitiser! #panicbuying #coronavirus #COVID2019 https://t.co/M8x1fNglCx,0
286,286,286,Coronavirus is caused by 5G.,FEAR FAKERY AND MISINFORMATION  COVID -19 COVERAGE SET TO CAUSE MOR EHARM THAN THE VIRUS.,0
243,243,243,The lifetime of SARS-CoV-2 is only 12 hours.,"According to my math, the case fatality rate of covid-19 outside of China (because LOL chinese statistics) is about 30%. I don't think that's like the flu.",0
8,8,8,Africans are more resistant to coronavirus.,"Statistically, you are more likely to be killed by @USERNAME  than by the Wuhan #coronavirus. https://t.co/EfeVB6v1q7",0
406,406,406,A person can tell if they have coronavirus or not simply by holding their breath.,"@USERNAME Chance of running into a person with the flu is higher than running into a person with Corona Virus.

Millions have the flu and 16,000 have died.

Around 57 people have the Corona Virus with 1 death so far.",0
1823,1823,1823,Coronavirus is caused by 5G.,"@USERNAME @USERNAME Human coronavirus is listed on your can of Lysol. It is a very mild form of the regular flu. Regular flu kills almost 40,000 a year. Coronavirus is the Fake MSM scare tactic.  Wash your hands and use sanitizer.",0
1060,1060,1060,Coronavirus is genetically engineered.,@USERNAME Coronavirus is common in dogs. Canine Coronavirus is not Covid-19. One thing white people have in abundance are facts.,0
718,718,718,The lifetime of SARS-CoV-2 is only 12 hours.,"Preliminary estimates suggest that the death rate associated with COVID-19 is between one and two per cent, which is higher than the average death rate associated with seasonal flu strains, at around 0.1 per cent
.
https://t.co/iNgnfAf27d",0
1618,1618,1618,Coronavirus is genetically engineered.,coronavirus rlly was funny and memeable until white ppl started dying,0
1338,1338,1338,Coronavirus is genetically engineered.,"@USERNAME Trump told them not to panic, everything is under control. Now Trump knows not many believe in him. The COVID-19 going to topple his Presidency.",0
371,371,371,Coronavirus is genetically engineered.,The Fed and other central bankers are confronting an economic threat from coronavirus with tools that are ill-equipped to contain damage from a deadly virus. https://t.co/NNQmPZ03MB,0
1113,1113,1113,Holy communion cannot be the cause of the spread of coronavirus,"coronavirus is caused by eating ass, pass it on",0
1176,1176,1176,Fennel tea cures coronavirus.,"It hasn't been proven but stock up on these items anyway, wash ur damn hands and cover ur cough!

Can Lysol and Clorox products kill the novel coronavirus? The answer is ... complicated

https://t.co/iFpHv4KAh2",0
846,846,846,Coronavirus is genetically engineered.,Coronavirus is a hoax created by the government to force you fucks to wash your damn hands after using the bathroom.,0
648,648,648,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME @USERNAME Infection rate is much smaller! Wuhan has 11M population, only 80k are infected, 40k fully recovered, 2500 deaths in the worst city for air quality.  Media spreading panic, not facts",0
1894,1894,1894,Coronavirus can only survive in cold temperatures.,"@USERNAME There are multiple types of coronavirus that can infect humans.  One can cause the common cold.  SARS, MERS and this virus are others.  Lysol can kill the common cold version.",0
1358,1358,1358,COVID-19 is only as deadly as the seasonal flu.,"@USERNAME @USERNAME Covid-19 is a serious viral pneumonia, but compared to bubonic plague, which killed 1/4 of Europe, or even the 1918 Flu, probably not the greatest viral plague of all time. But the Americans seem to be working on upping its odds.",0
1104,1104,1104,Vitamin C can prevent coronavirus circulation.,Disinfection robots bypass coronavirus blockade https://t.co/MTFs3N37nD,0
549,549,549,Holy communion cannot be the cause of the spread of coronavirus,Coronavirus in the US: Lack of paid sick leave could spread disease - Vox https://t.co/v4qgA0gxUS,0
941,941,941,Coronavirus is caused by 5G.,"FOFLMAOTTC FOFLMAOTTC 
Fact: Coronavirus is spread by sneezing and coughing in close contact with other people.
Fact: NIH believes it lives on surfaces up to 9 days.
Fact: secondary exposure is increasing.
Theory: what do you think the odds are here?
FOFLMAOTTC FOFLMAOTTC https://t.co/exFp5iwyH0",0
58,58,58,Africans are more resistant to coronavirus.,Statistically speaking - you are more likely to die from being exposed to the Clintons than you are by being exposed to the corona virus.,0
215,215,215,Coronavirus is caused by 5G.,California sees third case of 'community spread' coronavirus as first U.S. death is reported near Seattle https://t.co/CgEGV3vLAH,0
494,494,494,Coronavirus is genetically engineered.,"Every day another expert tells us transparency regarding the Covid-19 virus status is essential to prevent undue fear or panic. Now, if they would just apply that maxim to the extraterrestrial presence issue. #Disclosure",0
714,714,714,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"I need one of those pandemic horror stories where the outbreak gets contained fairly quickly in the rest of the world, but runs rampant through the US due to lack of healthcare, lack of PTO, gov't denialism, etc. Other countries close their borders to *us.*",0
590,590,590,Fennel tea cures coronavirus.,"@USERNAME My boy (11) has been sick for days. Terrible fever. He's convinced he has the coronavirus. I hate social media sometimes. You get to feeling better, mister. Rest, liquids and Tylenol. It works. Much love.",0
988,988,988,Avocado and mint tea cures coronavirus.,"Or we could all double up on vitamin C enriched fruit and wash our hands regularly, cover your mouth when you sneeze and cough and stay home if you are sick. More people are dying from influenza then coronavirus. https://t.co/CcKlngVDO1",0
1287,1287,1287,The lifetime of SARS-CoV-2 is only 12 hours.,"some good news: in 48 hours, University of Sao Paulo and Oxford University scientists decoded the COVID-19 genome of the 1st infected case in Brazil. Scientists around the world take at least 15 days to do so. This will help to study mutations and track the epidemy route.",0
797,797,797,Coronavirus can only survive in cold temperatures.,"Coronavirus is already spreading in some US cities, and reported cases are probably dwarfed by asymptomatic or mild ones. This means spread will begin in most major cities within 1-4 weeks. Some cities will be hit much worse because superspreading events are unevenly distributed.",0
2014,2014,2014,Avocado and mint tea cures coronavirus.,"Coronavirus Dr gave cough meds. Self treated with homeopathy, mono lauren, oregano oil, high dose vitamin C. Washed floors with hydrogen peroxide &amp; water. Sprayed everything down with rubbing alcohol. Flu is man made every year given to people in flu shot. They become carriers.",0
820,820,820,Coronavirus can only survive in cold temperatures.,"Coronavirus can be easily killed by negative interest rates, apparently.
 https://t.co/zqAqPMguY0",0
345,345,345,Coronavirus is caused by 5G.,Coronavirus latest: 8th case confirmed in B.C. in Vancouver Coastal Health region https://t.co/cJ3vXfd9Qz #COVID19 #BC,0
1833,1833,1833,A person can tell if they have coronavirus or not simply by holding their breath.,@USERNAME @USERNAME Why would you kiss that flag that could have been handled/touched by someone who has the coronavirus??  Lots of people are infected but haven't shown any symptoms yet or they have a cough &amp; think it's a cold.,0
1608,1608,1608,Coronavirus can only survive in cold temperatures.,Coronavirus... in 60 countries?? 😨😨 #SNL,0
1979,1979,1979,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Bill Gates calls coronavirus a 'once-in-a-century' pathogen

The 1918 Spanish influenza pandemic is the benchmark by which all modern pandemics are measured. Some 20% to 40% of the worldwide population became ill &amp; more than 50 million people died. 

 https://t.co/ZyuR66z7mV",0
796,796,796,Africans are more resistant to coronavirus.,Who is vulnerable to coronavirus? So far children appear safe from COVID-19 https://t.co/yQhvZYRK6x,0
198,198,198,Hand sanitiser sold commercially does not destroy the coronavirus.,A UC Davis student who had been quarantined and tested for COVID-19 does not have the coronavirus.,0
1009,1009,1009,Vitamin C cures coronavirus.,"India starts hunt for alternatives to China to source over 1k items

From textiles fabrics, refrigerators and suitcases to antibiotics such as amoxicillin
, erythromycin metronidazole, vitamins&amp;insecticides,  govt has begun a hunt for 1,050 items
#CoronaVirusUpdate https://t.co/e1OBaqL2IE",0
397,397,397,Coronavirus is genetically engineered.,"Foreign envoys praise Taiwan's quick response to COVID-19 threat
https://t.co/KJnhQVrcor",0
354,354,354,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","Coronavirus Thread: What I believe is US is currently at a point where Wuhan was on 1st January, We have wasted one month due to the faulty test kits and wrong criteria for diagnosis. This is exact repeat of mistakes which happened in Wuhan [1/n]",0
1155,1155,1155,Hand sanitiser sold commercially does not destroy the coronavirus.,Lysol spray disinfectant will kill the human corona virus germ so it should be able to kill the Socialist Communist Democrat germ ....,0
1367,1367,1367,Coronavirus is caused by 5G.,"A novel coronavirus is a new coronavirus that has not been previously identified. The virus causing coronavirus disease 2019 (COVID-19), is not the same as the coronaviruses that commonly circulate among humans and cause mild illness, like the common cold.",0
2004,2004,2004,Avocado and mint tea cures coronavirus.,"Day three of working at Major Wholesale Store on an island with 0 cases of the coronavirus: we have sold out of flour (all types other than almond), rice, Lysol wipes (again), bottled water, and all brands of toilet paper. And concentrated bullion base, but not premade broth",0
1633,1633,1633,Vitamin C cures coronavirus.,"Unpopular but accurate opinion:

Flu kills ~46,000 people in 5 months. No one bats an eye. No one buys Costco out of bleach and bottled water. 

Coronavirus kills THREE PEOPLE and the nation collectively freaks the fuck out. 

Fuck people, man.",0
285,285,285,Hand sanitiser sold commercially does not destroy the coronavirus.,"CDC: Use hand sanitizer… it’s the best way to prevent the coronavirus!

Supermarket: sold out
CVS: sold out
Other supermarket: sold out
Amazon: sold out
7/11: sold out
Costco: sold out

Good luck, everybody!

¯\_(ツ)_/¯",0
89,89,89,Coronavirus is caused by 5G.,Coronavirus Wipes $5 Trillion Off Global Stocks As It Spreads To New Countries https://t.co/LqMWu9FBFC,0
